SeniorCitizen_scaled,tenure_scaled,MonthlyCharges_scaled,TotalCharges_scaled,Partner_indexed,Dependents_indexed,PhoneService_indexed,MultipleLines_indexed,InternetService_indexed,OnlineSecurity_indexed,OnlineBackup_indexed,DeviceProtection_indexed,TechSupport_indexed,StreamingTV_indexed,StreamingMovies_indexed,Contract_indexed,PaperlessBilling_indexed,PaymentMethod_indexed,Churn_indexed
-0.44137355974791254,-1.1676641189730206,-1.4825649546877895,-0.9765368747119634,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0
-0.44137355974791254,-0.8411140334869937,0.5482698125622292,-0.6107620309373482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.44137355974791254,0.5059050691428674,-1.5358327518615604,-0.6304811837043086,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0
-0.44137355974791254,-0.9635703155442538,0.16873675769911073,-0.7230332698454343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.44137355974791254,0.465086308457114,1.3672621941089578,0.9768282817637137,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
2.2653304369166984,0.5059050691428674,1.067630835006496,0.9213543788454747,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.44137355974791254,0.09771746228533373,1.057643123036414,0.4883050205974483,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.44137355974791254,-0.9635703155442538,-0.6852126157429053,-0.8595012767460881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.44137355974791254,0.6283613512001275,-0.8516744819109395,-0.1402154023270926,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
-0.44137355974791254,-0.6778389907439802,-1.4775710987027484,-0.8673977607400164,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0
-0.44137355974791254,0.2609925050283472,-0.17084544928367912,0.019853827683905548,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.2653304369166984,0.17935498365684047,-1.5108634719363552,-0.6920208215340847,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
-0.44137355974791254,-0.3104701445721999,-0.3622765953769186,-0.40739448226690533,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.44137355974791254,-1.2901204010302807,-1.4992111413045928,-1.004284854780013,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0
-0.44137355974791254,-0.7186577514297335,-0.17750392393040057,-0.6305694125757492,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
-0.44137355974791254,0.9549114366861544,0.12545667249542192,0.670056495764959,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
-0.44137355974791254,0.8732739153146477,-0.6319448185691342,0.05627029437098817,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0
2.2653304369166984,1.240642761486428,1.2823666423632603,1.8452650633529404,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.44137355974791254,-1.2901204010302807,-0.6552494798326591,-0.9931018453249245,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.44137355974791254,1.6080116076582083,1.508754780351787,2.5014672946919503,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
-0.44137355974791254,-0.5553827086867201,0.012262603501158396,-0.4696620082860659,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0
-0.44137355974791254,-0.1063763411434331,0.7147316787302634,0.1065607510920955,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
-0.44137355974791254,-1.2493016403445274,-0.48878761366462475,-0.9721695455756567,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.44137355974791254,1.240642761486428,-1.3427369871066408,-0.31850389429056214,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0
2.2653304369166984,-0.47374518731521337,0.22366917353456225,-0.35267052475591093,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
-0.44137355974791254,0.7508176332573876,-0.2857041369396229,0.278805565361888,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0
-0.44137355974791254,1.4447365649151949,-1.4958819039812323,-0.40126257570178786,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0
-0.44137355974791254,1.4855553256009482,-1.349395461753362,-0.2551114501605347,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0
2.2653304369166984,0.9957301973719077,0.8545596463114123,1.280776743876371,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2.2653304369166984,-0.1063763411434331,1.2091234212493251,0.299098205793212,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.44137355974791254,-0.8411140334869937,-0.9815147375220062,-0.8224010363053414,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.44137355974791254,-0.26965138388644655,-1.2977922832412714,-0.7113208871617026,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
2.2653304369166984,1.6080116076582083,1.625278086669411,2.448044713034704,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
-0.44137355974791254,1.4447365649151949,1.7850814781907238,2.511679786561193,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
-0.44137355974791254,0.7099988725716342,-0.9981609241388096,-0.22678998242812165,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.44137355974791254,0.9957301973719077,-0.17916854259208082,0.535066322460934,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
-0.44137355974791254,1.567192846972455,1.62028423068437,2.5896520516967696,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
-0.44137355974791254,-0.5145639480009667,-1.4858941920111501,-0.8396497806719668,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
-0.44137355974791254,0.5467238298286208,-1.0414410093424984,-0.334671834982041,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0
-0.44137355974791254,0.016079940913826998,0.5033251086968596,0.1353454203995714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
-0.44137355974791254,-0.26965138388644655,0.5632513805173524,-0.09614508104254324,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
-0.44137355974791254,-1.2901204010302807,-0.5070984189431085,-0.9911387529353726,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.44137355974791254,0.8324551546288943,-1.5025403786279536,-0.5500605673862572,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0
-0.44137355974791254,-1.0860265976015138,0.45505116750813,-0.7998806168701439,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0
-0.44137355974791254,-0.14719510182918646,-1.3360785124599193,-0.6654418740126223,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
-0.44137355974791254,1.1181864794291678,0.8179380357544446,1.2946286766925357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.44137355974791254,0.7099988725716342,-0.850009863249259,-0.12137853827453755,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.2653304369166984,1.363099043543688,1.7068444010917478,2.4553015377106884,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
-0.44137355974791254,0.22017374434259382,0.9960522325542416,0.582202597028042,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
-0.44137355974791254,0.3834487870856073,0.0904996806001348,0.2584026388412633,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
-0.44137355974791254,0.7916363939431409,-1.329420037813198,-0.45272206496948236,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0
-0.44137355974791254,-1.2493016403445274,-1.4975465226429125,-0.9963221991325043,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0
-0.44137355974791254,1.4447365649151949,-1.480900336026109,-0.3844990901280854,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0
-0.44137355974791254,1.2814615221721812,0.2686138773999313,1.055285805692213,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0
-0.44137355974791254,-1.0043890762300072,-1.4892234293345108,-0.9360398227207558,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0
-0.44137355974791254,0.5467238298286208,-1.4992111413045928,-0.6326427910546017,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0
-0.44137355974791254,0.9957301973719077,1.430517703252811,1.6204799561403072,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
-0.44137355974791254,-0.9635703155442538,-1.48422957334947,-0.9318710085451904,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0
-0.44137355974791254,0.7508176332573876,1.0459907924046519,1.1533963107340928,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
-0.44137355974791254,0.17935498365684047,0.5016604900351793,0.3187732441244522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
-0.44137355974791254,1.363099043543688,0.8895166382066995,1.6672633152216527,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
-0.44137355974791254,1.567192846972455,0.06053654468988844,1.0555063778708142,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0
-0.44137355974791254,0.914092676000401,0.3335340052054648,0.845852522110233,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0
-0.44137355974791254,0.2609925050283472,1.1641787173839562,0.6488815666192296,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
2.2653304369166984,-0.6778389907439802,0.3152231999269811,-0.45664824974858637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
-0.44137355974791254,1.6080116076582083,1.290689735671662,2.227648992176237,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
-0.44137355974791254,1.6080116076582083,0.571574473825754,1.538625620661347,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
-0.44137355974791254,-0.2288326232006932,0.8062857051226823,0.038426005122139006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.2653304369166984,0.09771746228533373,0.5532636685472699,0.2288459669086827,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
-0.44137355974791254,-0.02473881977192637,0.8678765956048549,0.25366033700133434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.44137355974791254,1.0773677187434145,0.5033251086968596,1.0572930125174853,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
-0.44137355974791254,1.5263740862867015,1.6519119852562962,2.464234710944043,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
-0.44137355974791254,0.914092676000401,0.6831039241583369,1.0662041285329795,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
-0.44137355974791254,-0.7186577514297335,-1.4792357173644288,-0.8825290121920688,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
-0.44137355974791254,-0.2288326232006932,-1.5175219465830767,-0.7793674042602184,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
-0.44137355974791254,-0.47374518731521337,-1.2961276645795912,-0.7635082646187815,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.44137355974791254,-0.39210766594370666,0.6464823136013695,-0.15865523645816534,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.44137355974791254,-0.8819327941727471,0.9727475712907167,-0.5719854419392311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.44137355974791254,1.4447365649151949,1.0027107072009624,1.9352585122222903,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0
-0.44137355974791254,0.8324551546288943,1.0909354962700208,1.2116935375384288,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0
-0.44137355974791254,-0.759476512115487,-1.48422957334947,-0.8840950746601384,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0
-0.44137355974791254,1.4039178042294413,1.5420471535853937,2.325141895118033,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
-0.44137355974791254,-0.9635703155442538,-1.4892234293345108,-0.9370544547423221,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
2.2653304369166984,1.567192846972455,-0.6202924879373717,0.4662478027373135,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
2.2653304369166984,1.4855553256009482,-1.4875588106728306,-0.4147615930321904,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0
-0.44137355974791254,-1.2084828796587739,-0.6735602851111427,-0.9477742626223475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.2653304369166984,0.5059050691428674,1.1225632508419474,0.9834454471217541,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0
-0.44137355974791254,-1.2493016403445274,-0.3223257474965905,-0.9651553502961338,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.44137355974791254,0.8732739153146477,-0.17251006794535959,0.41906741373448503,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2.2653304369166984,0.05689870159958036,0.6731162121882549,0.2549617128550822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
-0.44137355974791254,1.3222802828579348,1.5337240602769922,2.1221272619333527,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
-0.44137355974791254,-0.3512889052579533,-0.47879990169454256,-0.4445608943612325,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
-0.44137355974791254,-1.0043890762300072,-1.524180421229798,-0.9416423560572302,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0
-0.44137355974791254,0.5467238298286208,0.9960522325542416,0.9380737499834567,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
2.2653304369166984,0.6691801118858809,1.217446514557727,1.223692664054342,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
-0.44137355974791254,-0.8819327941727471,0.17373061368415196,-0.6777939160142977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.2653304369166984,1.6080116076582083,1.5536994842171565,2.4911224595155472,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
-0.44137355974791254,-0.3104701445721999,0.3501801918222682,-0.17444820444602185,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.44137355974791254,1.3222802828579348,-1.5008757599662734,-0.44286248858600213,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0
-0.44137355974791254,1.1181864794291678,-0.007712820439005531,0.768916946214083,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
-0.44137355974791254,-1.2901204010302807,-0.7051880396830694,-0.9937635618607286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.44137355974791254,-0.43292642662946,0.15708442706734851,-0.3556041347313088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.44137355974791254,0.5467238298286208,-0.7001941836980281,-0.12733398709677396,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.44137355974791254,1.6080116076582083,1.7268198250319118,2.726803832351088,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
-0.44137355974791254,-0.3104701445721999,0.3202170559120219,-0.2200184165450603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.44137355974791254,-0.14719510182918646,1.1841541413241201,0.2568586335910539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
-0.44137355974791254,1.1590052401149211,0.7147316787302634,1.269968707124905,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
-0.44137355974791254,0.2609925050283472,-1.5058696159513143,-0.6787203191644234,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0
-0.44137355974791254,-0.8411140334869937,0.6531407882480905,-0.5642874729060442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.2653304369166984,-0.8819327941727471,-0.1575284999902364,-0.7206290330986795,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
-0.44137355974791254,-0.8411140334869937,0.718060916053624,-0.5424287700066505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.2653304369166984,0.7916363939431409,-0.17084544928367912,0.3558955417830591,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
-0.44137355974791254,0.7099988725716342,1.1725018106923577,1.209598101841716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
-0.44137355974791254,-1.0860265976015138,-0.5170861309131904,-0.8743016699302386,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.44137355974791254,-0.8002952728012404,-1.5025403786279536,-0.9019173066911274,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0
-0.44137355974791254,0.3426300263998539,0.9960522325542416,0.6844378018097668,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
-0.44137355974791254,-0.26965138388644655,-0.29735646757138534,-0.32790026909897957,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
-0.44137355974791254,0.05689870159958036,0.4983312527118189,0.1900473206927057,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0
-0.44137355974791254,-0.7186577514297335,-0.635274055892495,-0.7071741302039972,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
-0.44137355974791254,-0.8002952728012404,0.17206599502247172,-0.6219229831745763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.44137355974791254,-0.06555758045767973,-0.5254092242215921,-0.3520088082201069,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.44137355974791254,-1.2901204010302807,-1.1696166462918849,-0.9999175256437063,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.44137355974791254,-1.1268453582872673,-1.4858941920111501,-0.9721695455756567,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0
-0.44137355974791254,1.6080116076582083,1.2091234212493251,2.1901737790318685,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
-0.44137355974791254,-1.0043890762300072,0.19037680030095538,-0.7689563974302348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2.2653304369166984,1.3222802828579348,1.0143630378327253,1.7322879934733302,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
